plot_order,LAT,LON,H_LI,LEVEL-1
583,-66.01466,-61.91044,43.2322,47.76365
584,-66.01448,-61.91039,42.1928,47.76365
585,-66.0143,-61.91034,41.24814,47.76365
586,-66.01412,-61.91029,40.66396,47.76365
587,-66.01395,-61.91024,40.72375,47.76365
588,-66.01377,-61.91019,41.72716,47.76365
589,-66.01359,-61.91014,43.17332,47.76365
590,-66.01341,-61.91009,44.33168,47.76365
591,-66.01324,-61.91004,45.12989,47.76365
592,-66.01306,-61.90999,45.7344,47.76365
593,-66.01288,-61.90994,46.24312,47.76365
594,-66.0127,-61.90989,46.64861,47.76365
595,-66.01253,-61.90985,46.95916,47.76365
596,-66.01235,-61.9098,47.1846,47.76365
597,-66.01217,-61.90975,47.36454,47.76365
598,-66.01199,-61.9097,47.53196,47.76365
599,-66.01182,-61.90965,47.63409,47.76365
600,-66.01164,-61.9096,47.69329,47.76365
601,-66.01146,-61.90955,47.73522,47.76365
602,-66.01128,-61.9095,47.76365,47.76365
603,-66.01111,-61.90945,47.75597,47.75597
604,-66.01093,-61.9094,47.75402,47.75402
605,-66.01075,-61.90935,47.73827,47.73827
606,-66.01057,-61.9093,47.70133,47.70133
607,-66.0104,-61.90925,47.67326,47.67326
608,-66.01022,-61.90919,47.64365,47.64365
609,-66.01004,-61.90914,47.60094,47.60094
610,-66.00986,-61.90909,47.51822,47.51822
611,-66.00969,-61.90904,47.43034,47.43034
612,-66.00951,-61.90899,47.32825,47.32825
613,-66.00933,-61.90894,47.18868,47.18868
614,-66.00915,-61.90889,47.04226,47.04226
615,-66.00898,-61.90884,46.88884,46.88884
616,-66.0088,-61.90879,46.73586,46.73586
617,-66.00862,-61.90874,46.62716,46.62716
618,-66.00844,-61.9087,46.53064,46.53064
619,-66.00827,-61.90865,46.41901,46.41901
620,-66.00809,-61.9086,46.31152,46.31152
621,-66.00791,-61.90855,46.2337,46.2337
622,-66.00773,-61.9085,46.16224,46.16224
623,-66.00756,-61.90846,46.09724,46.09724
624,-66.00738,-61.90841,46.07397,46.07397
625,-66.0072,-61.90836,46.06339,46.06339
626,-66.00702,-61.90831,46.03584,46.04025
627,-66.00685,-61.90826,46.04007,46.04025
628,-66.00667,-61.90821,46.04025,46.04025
629,-66.00649,-61.90816,46.01403,46.01403
630,-66.00631,-61.90811,46.02064,46.02064
631,-66.00614,-61.90806,46.01398,46.01398
632,-66.00596,-61.90801,45.98856,46.01319
633,-66.00578,-61.90796,45.99598,46.01319
634,-66.00561,-61.90791,46.01319,46.01319
635,-66.00543,-61.90785,46.00299,46.01319
636,-66.00525,-61.9078,45.98281,46.01319
637,-66.00507,-61.90775,45.97491,46.01319
638,-66.0049,-61.90771,45.98011,46.01319
639,-66.00472,-61.90766,45.98472,46.01319
640,-66.00454,-61.90761,45.9884,46.01319
641,-66.00436,-61.90756,45.99275,46.01319
642,-66.00419,-61.90751,46.0145,46.0145
643,-66.00401,-61.90746,45.97979,45.97979
644,-66.00383,-61.90741,45.93322,45.93322
645,-66.00365,-61.90736,45.92208,45.92208
646,-66.00348,-61.90731,45.91044,45.91044
647,-66.0033,-61.90726,45.88977,45.88977
648,-66.00312,-61.90721,45.85283,45.85283
649,-66.00294,-61.90716,45.79534,45.79534
650,-66.00277,-61.90711,45.74358,45.74358
651,-66.00259,-61.90706,45.68706,45.68706
652,-66.00241,-61.90701,45.63045,45.63045
653,-66.00223,-61.90696,45.54402,45.54402
654,-66.00206,-61.90691,45.44288,45.44288
655,-66.00188,-61.90686,45.36676,45.36676
656,-66.0017,-61.90681,45.29417,45.29417
657,-66.00152,-61.90676,45.2109,45.2109
658,-66.00135,-61.90671,45.16882,45.16882
659,-66.00117,-61.90666,45.11106,45.11106
660,-66.00099,-61.90661,45.04074,45.04074
661,-66.00081,-61.90657,44.9928,44.9928
662,-66.00064,-61.90652,44.94605,44.94605
663,-66.00046,-61.90647,44.87822,44.87822
664,-66.00028,-61.90642,44.8513,44.8513
665,-66.0001,-61.90637,44.84023,44.84023
666,-65.99993,-61.90633,44.80467,44.80467
667,-65.99975,-61.90628,44.80013,44.80013
668,-65.99957,-61.90623,44.79757,44.79757
669,-65.99939,-61.90618,44.76451,44.76451
670,-65.99922,-61.90612,44.74825,44.75693
671,-65.99904,-61.90607,44.74801,44.75693
672,-65.99886,-61.90602,44.74015,44.75693
673,-65.99868,-61.90597,44.7463,44.75693
674,-65.99851,-61.90592,44.75693,44.75693
675,-65.99833,-61.90587,44.72637,44.72637
676,-65.99815,-61.90582,44.71211,44.72255
677,-65.99797,-61.90577,44.70533,44.72255
678,-65.9978,-61.90572,44.68763,44.72255
679,-65.99762,-61.90567,44.68267,44.72255
680,-65.99744,-61.90562,44.69638,44.72255
681,-65.99726,-61.90557,44.70924,44.72255
682,-65.99709,-61.90552,44.72255,44.72255
683,-65.99691,-61.90547,44.69776,44.70913
684,-65.99673,-61.90542,44.66296,44.70913
685,-65.99655,-61.90537,44.67653,44.70913
686,-65.99638,-61.90532,44.7052,44.70913
687,-65.9962,-61.90527,44.70913,44.70913
688,-65.99602,-61.90522,44.68636,44.68636
689,-65.99584,-61.90517,44.67962,44.67962
690,-65.99567,-61.90513,44.68307,44.68307
691,-65.99549,-61.90508,44.66275,44.66921
692,-65.99531,-61.90503,44.66496,44.66921
693,-65.99513,-61.90498,44.66921,44.66921
694,-65.99496,-61.90493,44.64922,44.64922
695,-65.99478,-61.90488,44.63874,44.63874
696,-65.9946,-61.90483,44.64516,44.64516
697,-65.99442,-61.90478,44.62322,44.64516
698,-65.99425,-61.90473,44.61855,44.64516
699,-65.99407,-61.90468,44.63313,44.64516
700,-65.99389,-61.90463,44.65287,44.65287
701,-65.99371,-61.90458,44.66216,44.66216
702,-65.99354,-61.90453,44.6584,44.6584
703,-65.99336,-61.90449,44.67478,44.67478
704,-65.99318,-61.90444,44.66194,44.67478
705,-65.993,-61.90439,44.6507,44.67478
706,-65.99283,-61.90434,44.65825,44.67478
707,-65.99265,-61.90429,44.67317,44.67478
708,-65.99247,-61.90424,44.68309,44.68309
709,-65.99229,-61.90419,44.66455,44.68309
710,-65.99212,-61.90413,44.63226,44.68309
711,-65.99194,-61.90408,44.66077,44.68309
712,-65.99176,-61.90403,44.69206,44.69206
713,-65.99158,-61.90398,44.68541,44.69206
714,-65.99141,-61.90393,44.69022,44.69206
715,-65.99123,-61.90388,44.72935,44.72935
716,-65.99105,-61.90383,44.70131,44.72935
717,-65.99087,-61.90378,44.70529,44.72935
718,-65.9907,-61.90373,44.74694,44.74694
719,-65.99052,-61.90369,44.75617,44.75617
720,-65.99034,-61.90364,44.74515,44.75617
721,-65.99016,-61.90359,44.74689,44.75617
722,-65.98999,-61.90354,44.78289,44.78289
723,-65.98981,-61.90348,44.81289,44.81289
724,-65.98963,-61.90343,44.84137,44.84137
725,-65.98946,-61.90338,44.83924,44.84137
726,-65.98928,-61.90333,44.82827,44.84137
727,-65.9891,-61.90328,44.84044,44.84137
728,-65.98892,-61.90323,44.86033,44.86033
729,-65.98875,-61.90318,44.86972,44.86972
730,-65.98857,-61.90313,44.8643,44.8675
731,-65.98839,-61.90308,44.85825,44.8675
732,-65.98821,-61.90304,44.8675,44.8675
733,-65.98804,-61.90299,44.8446,44.8446
734,-65.98786,-61.90294,44.78063,44.78063
735,-65.98768,-61.90289,44.71162,44.71162
736,-65.9875,-61.90284,44.65007,44.65007
737,-65.98733,-61.90279,44.5778,44.5778
738,-65.98715,-61.90274,44.5105,44.51886
739,-65.98697,-61.90269,44.41243,44.51886
740,-65.98679,-61.90264,44.32857,44.51886
741,-65.98662,-61.90259,44.24509,44.51886
742,-65.98644,-61.90254,44.18495,44.51886
743,-65.98626,-61.9025,44.1502,44.51886
744,-65.98608,-61.90245,44.1072,44.51886
745,-65.98591,-61.9024,44.04562,44.51886
746,-65.98573,-61.90235,43.99671,44.51886
747,-65.98555,-61.9023,43.98532,44.51886
748,-65.98537,-61.90225,43.99229,44.51886
749,-65.9852,-61.9022,44.00813,44.51886
750,-65.98502,-61.90215,44.01524,44.51886
751,-65.98484,-61.9021,44.0187,44.51886
752,-65.98466,-61.90205,44.03132,44.51886
753,-65.98449,-61.902,44.06608,44.51886
754,-65.98431,-61.90195,44.13125,44.51886
755,-65.98413,-61.9019,44.16475,44.51886
756,-65.98395,-61.90185,44.19156,44.51886
757,-65.98378,-61.9018,44.22984,44.51886
758,-65.9836,-61.90175,44.25034,44.51886
759,-65.98342,-61.9017,44.28481,44.51886
760,-65.98324,-61.90165,44.32692,44.51886
761,-65.98307,-61.9016,44.36181,44.51886
762,-65.98289,-61.90154,44.38507,44.51886
763,-65.98271,-61.90149,44.40709,44.51886
764,-65.98253,-61.90145,44.42217,44.51886
765,-65.98236,-61.9014,44.44194,44.51886
766,-65.98218,-61.90135,44.49108,44.51886
767,-65.982,-61.9013,44.51886,44.51886
768,-65.98182,-61.90125,44.50327,44.51886
769,-65.98165,-61.9012,44.51352,44.51886
770,-65.98147,-61.90115,44.54775,44.54775
771,-65.98129,-61.9011,44.55008,44.55008
772,-65.98111,-61.90105,44.51344,44.51344
773,-65.98094,-61.901,44.48893,44.48893
774,-65.98076,-61.90095,44.46764,44.47232
775,-65.98058,-61.9009,44.44744,44.47232
776,-65.9804,-61.90085,44.44522,44.47232
777,-65.98023,-61.9008,44.47232,44.47232
778,-65.98005,-61.90075,44.46236,44.46236
779,-65.97987,-61.9007,44.41646,44.41646
780,-65.97969,-61.90066,44.39583,44.40484
781,-65.97952,-61.90061,44.39059,44.40484
782,-65.97934,-61.90056,44.40247,44.40484
783,-65.97916,-61.90051,44.40484,44.40484
784,-65.97898,-61.90046,44.34593,44.34593
785,-65.97881,-61.90041,44.29702,44.33858
786,-65.97863,-61.90036,44.31728,44.33858
787,-65.97845,-61.90031,44.33858,44.33858
788,-65.97827,-61.90026,44.29045,44.29045
789,-65.9781,-61.90021,44.23683,44.23683
790,-65.97792,-61.90016,44.21231,44.21231
791,-65.97774,-61.90011,44.19077,44.19077
792,-65.97756,-61.90006,44.19943,44.19943
793,-65.97739,-61.90001,44.17588,44.17588
794,-65.97721,-61.89995,44.10894,44.10894
795,-65.97703,-61.8999,44.0918,44.0972
796,-65.97685,-61.89985,44.09344,44.0972
797,-65.97668,-61.8998,44.0972,44.0972
798,-65.9765,-61.89976,44.06132,44.06132
799,-65.97632,-61.89971,44.02166,44.02166
800,-65.97614,-61.89966,44.00363,44.01926
801,-65.97597,-61.89961,43.98497,44.01926
802,-65.97579,-61.89956,44.00725,44.01926
803,-65.97561,-61.89951,44.01926,44.01926
804,-65.97543,-61.89946,44.00604,44.00604
805,-65.97526,-61.89941,43.96882,43.96882
806,-65.97508,-61.89936,43.92493,43.92493
807,-65.9749,-61.89931,43.92432,43.92432
808,-65.97473,-61.89926,43.91954,43.91954
809,-65.97455,-61.89921,43.90065,43.90065
810,-65.97437,-61.89916,43.88147,43.88147
811,-65.97419,-61.89911,43.86299,43.86299
812,-65.97402,-61.89906,43.86884,43.86884
813,-65.97384,-61.89901,43.86453,43.86884
814,-65.97366,-61.89896,43.84185,43.86884
815,-65.97348,-61.89891,43.83426,43.86884
816,-65.97331,-61.89886,43.8293,43.86884
817,-65.97313,-61.89881,43.84397,43.86884
818,-65.97295,-61.89876,43.88378,43.88378
819,-65.97277,-61.89871,43.90867,43.90867
820,-65.9726,-61.89867,43.9274,43.9274
821,-65.97242,-61.89862,43.92373,43.92373
822,-65.97224,-61.89857,43.91594,43.91594
823,-65.97206,-61.89852,43.92219,43.92219
824,-65.97189,-61.89847,43.91936,43.91936
825,-65.97171,-61.89842,43.87929,43.89963
826,-65.97153,-61.89837,43.87172,43.89963
827,-65.97135,-61.89832,43.89963,43.89963
828,-65.97118,-61.89827,43.89872,43.89872
829,-65.971,-61.89822,43.88251,43.88251
830,-65.97082,-61.89817,43.86602,43.86602
831,-65.97064,-61.89812,43.83923,43.83923
832,-65.97047,-61.89806,43.8176,43.8176
833,-65.97029,-61.89801,43.81421,43.81421
834,-65.97011,-61.89796,43.7768,43.7768
835,-65.96993,-61.89791,43.73811,43.73811
836,-65.96976,-61.89786,43.71943,43.71943
837,-65.96958,-61.89781,43.68676,43.68676
838,-65.9694,-61.89776,43.64385,43.64385
839,-65.96922,-61.89771,43.62729,43.62729
840,-65.96905,-61.89766,43.59873,43.59873
841,-65.96887,-61.89761,43.53131,43.53131
842,-65.96869,-61.89756,43.48221,43.48221
843,-65.96851,-61.89751,43.43298,43.43298
844,-65.96834,-61.89746,43.39745,43.39745
845,-65.96816,-61.89741,43.38062,43.38062
846,-65.96798,-61.89737,43.35185,43.35185
847,-65.9678,-61.89732,43.30171,43.30171
848,-65.96763,-61.89727,43.26614,43.27626
849,-65.96745,-61.89722,43.24371,43.27626
850,-65.96727,-61.89717,43.22836,43.27626
851,-65.96709,-61.89712,43.24369,43.27626
852,-65.96692,-61.89707,43.27626,43.27626
853,-65.96674,-61.89702,43.26601,43.27626
854,-65.96656,-61.89697,43.24715,43.27626
855,-65.96638,-61.89692,43.24379,43.27626
856,-65.96621,-61.89687,43.23804,43.27626
857,-65.96603,-61.89682,43.24512,43.27626
858,-65.96585,-61.89677,43.26306,43.27626
859,-65.96567,-61.89672,43.27888,43.27888
860,-65.9655,-61.89667,43.28058,43.28058
861,-65.96532,-61.89662,43.2739,43.28058
862,-65.96514,-61.89657,43.25988,43.28058
863,-65.96496,-61.89652,43.25269,43.28058
864,-65.96479,-61.89647,43.27423,43.28058
865,-65.96461,-61.89642,43.2831,43.2831
866,-65.96443,-61.89637,43.26259,43.27316
867,-65.96425,-61.89632,43.2542,43.27316
868,-65.96408,-61.89627,43.23707,43.27316
869,-65.9639,-61.89622,43.21606,43.27316
870,-65.96372,-61.89617,43.25978,43.27316
871,-65.96354,-61.89613,43.27316,43.27316
872,-65.96337,-61.89608,43.2117,43.2117
873,-65.96319,-61.89603,43.17537,43.17537
874,-65.96301,-61.89598,43.17005,43.17005
875,-65.96283,-61.89593,43.1316,43.1316
876,-65.96266,-61.89588,43.11115,43.11115
877,-65.96248,-61.89583,43.07618,43.0807
878,-65.9623,-61.89578,43.07462,43.0807
879,-65.96212,-61.89573,43.0807,43.0807
880,-65.96195,-61.89568,43.07611,43.07611
881,-65.96177,-61.89563,43.07473,43.07473
882,-65.96159,-61.89558,43.07371,43.07371
883,-65.96141,-61.89553,43.05988,43.05988
884,-65.96124,-61.89548,43.05106,43.05106
885,-65.96106,-61.89543,43.04911,43.04911
886,-65.96088,-61.89538,43.04105,43.04105
887,-65.96071,-61.89533,43.02366,43.02366
888,-65.96053,-61.89528,42.99743,42.99743
889,-65.96035,-61.89523,42.96213,42.97087
890,-65.96017,-61.89518,42.93361,42.97087
891,-65.96,-61.89513,42.93521,42.97087
892,-65.95982,-61.89508,42.93825,42.97087
893,-65.95964,-61.89503,42.95518,42.97087
894,-65.95946,-61.89498,42.97087,42.97087
895,-65.95929,-61.89494,42.95392,42.95392
896,-65.95911,-61.89489,42.92806,42.92806
897,-65.95893,-61.89484,42.92797,42.92797
898,-65.95875,-61.89479,42.91454,42.91454
899,-65.95858,-61.89474,42.88781,42.88781
900,-65.9584,-61.89469,42.86389,42.86389
901,-65.95822,-61.89464,42.84503,42.84503
902,-65.95804,-61.89459,42.84632,42.84632
903,-65.95787,-61.89454,42.82243,42.82243
904,-65.95769,-61.89449,42.7877,42.7877
905,-65.95751,-61.89444,42.75531,42.75531
906,-65.95733,-61.89439,42.71529,42.71529
907,-65.95716,-61.89434,42.67213,42.67213
908,-65.95698,-61.89429,42.63469,42.63469
909,-65.9568,-61.89424,42.62814,42.62814
910,-65.95662,-61.89419,42.62,42.62
911,-65.95645,-61.89414,42.60849,42.60849
912,-65.95627,-61.89409,42.60665,42.60665
913,-65.95609,-61.89404,42.57432,42.57432
914,-65.95591,-61.89399,42.53959,42.54334
915,-65.95574,-61.89394,42.53029,42.54334
916,-65.95556,-61.89389,42.53532,42.54334
917,-65.95538,-61.89385,42.53538,42.54334
918,-65.9552,-61.8938,42.54334,42.54334
919,-65.95503,-61.89375,42.52292,42.53022
920,-65.95485,-61.8937,42.51864,42.53022
921,-65.95467,-61.89365,42.53022,42.53022
922,-65.95449,-61.8936,42.50539,42.53022
923,-65.95432,-61.89355,42.49218,42.53022
924,-65.95414,-61.8935,42.49245,42.53022
925,-65.95396,-61.89345,42.50677,42.53022
926,-65.95378,-61.8934,42.53768,42.53768
927,-65.95361,-61.89335,42.53741,42.53741
928,-65.95343,-61.8933,42.53268,42.53268
929,-65.95325,-61.89325,42.51839,42.51839
930,-65.95307,-61.8932,42.49582,42.51289
931,-65.9529,-61.89315,42.50663,42.51289
932,-65.95272,-61.8931,42.51289,42.51289
933,-65.95254,-61.89305,42.50685,42.50685
934,-65.95236,-61.893,42.51124,42.51124
935,-65.95219,-61.89295,42.51008,42.51008
936,-65.95201,-61.8929,42.52539,42.52539
937,-65.95183,-61.89286,42.54034,42.54034
938,-65.95165,-61.89281,42.54972,42.54972
939,-65.95148,-61.89276,42.5281,42.5281
940,-65.9513,-61.89271,42.50206,42.50206
941,-65.95112,-61.89266,42.49188,42.49188
942,-65.95094,-61.89261,42.48917,42.48917
943,-65.95077,-61.89256,42.47185,42.47185
944,-65.95059,-61.89251,42.43877,42.43877
945,-65.95041,-61.89246,42.43112,42.43112
946,-65.95023,-61.89241,42.4299,42.4299
947,-65.95006,-61.89236,42.4268,42.4268
948,-65.94988,-61.89231,42.41895,42.41895
949,-65.9497,-61.89226,42.41594,42.41594
950,-65.94952,-61.89221,42.39925,42.41081
951,-65.94935,-61.89216,42.40308,42.41081
952,-65.94917,-61.89211,42.41081,42.41081
953,-65.94899,-61.89206,42.37887,42.38471
954,-65.94881,-61.89201,42.37955,42.38471
955,-65.94864,-61.89196,42.38471,42.38471
956,-65.94846,-61.89191,42.35057,42.35057
957,-65.94828,-61.89186,42.31559,42.32002
958,-65.9481,-61.89181,42.30793,42.32002
959,-65.94793,-61.89176,42.32002,42.32002
960,-65.94775,-61.89171,42.28867,42.29667
961,-65.94757,-61.89167,42.27587,42.29667
962,-65.94739,-61.89162,42.29667,42.29667
963,-65.94722,-61.89157,42.29618,42.29667
964,-65.94704,-61.89152,42.27069,42.29667
965,-65.94686,-61.89147,42.21432,42.29667
966,-65.94668,-61.89142,42.17446,42.29667
967,-65.94651,-61.89137,42.17299,42.29667
968,-65.94633,-61.89132,42.15002,42.29667
969,-65.94615,-61.89127,42.12047,42.29667
970,-65.94597,-61.89122,42.07664,42.29667
971,-65.9458,-61.89117,42.0345,42.29667
972,-65.94562,-61.89112,42.03054,42.29667
973,-65.94544,-61.89107,42.02758,42.29667
974,-65.94526,-61.89102,42.00484,42.29667
975,-65.94509,-61.89097,41.99664,42.29667
976,-65.94491,-61.89092,42.01575,42.29667
977,-65.94473,-61.89087,42.06496,42.29667
978,-65.94455,-61.89082,42.08857,42.29667
979,-65.94438,-61.89078,42.09834,42.29667
980,-65.9442,-61.89073,42.14255,42.29667
981,-65.94402,-61.89068,42.18648,42.29667
982,-65.94384,-61.89063,42.2263,42.29667
983,-65.94367,-61.89058,42.24652,42.29667
984,-65.94349,-61.89053,42.25756,42.29667
985,-65.94331,-61.89048,42.27403,42.29667
986,-65.94313,-61.89043,42.31084,42.31084
987,-65.94296,-61.89038,42.34316,42.34316
988,-65.94278,-61.89033,42.36268,42.36268
989,-65.9426,-61.89028,42.36349,42.36349
990,-65.94242,-61.89023,42.36059,42.36059
991,-65.94225,-61.89018,42.38342,42.38342
992,-65.94207,-61.89013,42.4078,42.4078
993,-65.94189,-61.89008,42.41325,42.41325
994,-65.94172,-61.89003,42.40897,42.40897
995,-65.94154,-61.88998,42.43405,42.43405
996,-65.94136,-61.88993,42.43946,42.43946
997,-65.94118,-61.88988,42.41962,42.41962
998,-65.94101,-61.88983,42.44645,42.44645
999,-65.94083,-61.88978,42.48235,42.48235
1000,-65.94065,-61.88973,42.49795,42.49795
1001,-65.94047,-61.88968,42.52697,42.52697
1002,-65.9403,-61.88963,42.57619,42.57619
1003,-65.94012,-61.88959,42.61747,42.61747
1004,-65.93994,-61.88954,42.64125,42.64125
1005,-65.93976,-61.88949,42.63331,42.64125
1006,-65.93959,-61.88944,42.64011,42.64125
1007,-65.93941,-61.88939,42.65688,42.65688
1008,-65.93923,-61.88935,42.6497,42.6497
1009,-65.93905,-61.8893,42.64236,42.64236
1010,-65.93888,-61.88925,42.63125,42.63125
1011,-65.9387,-61.8892,42.6171,42.6171
1012,-65.93852,-61.88915,42.61848,42.61848
1013,-65.93834,-61.8891,42.60977,42.60977
1014,-65.93817,-61.88905,42.58749,42.60517
1015,-65.93799,-61.889,42.58714,42.60517
1016,-65.93781,-61.88895,42.60517,42.60517
1017,-65.93763,-61.8889,42.5626,42.5626
1018,-65.93746,-61.88885,42.50014,42.53474
1019,-65.93728,-61.8888,42.51332,42.53474
1020,-65.9371,-61.88875,42.53474,42.53474
1021,-65.93692,-61.8887,42.52182,42.52182
1022,-65.93675,-61.88865,42.49997,42.5168
1023,-65.93657,-61.8886,42.49884,42.5168
1024,-65.93639,-61.88855,42.5168,42.5168
1025,-65.93621,-61.8885,42.50728,42.50991
1026,-65.93604,-61.88846,42.49179,42.50991
1027,-65.93586,-61.88841,42.48835,42.50991
1028,-65.93568,-61.88836,42.48633,42.50991
1029,-65.9355,-61.88831,42.50421,42.50991
1030,-65.93533,-61.88826,42.50991,42.50991
1031,-65.93515,-61.88821,42.4931,42.4931
1032,-65.93497,-61.88816,42.48621,42.48621
1033,-65.93479,-61.88811,42.48492,42.48492
1034,-65.93462,-61.88806,42.481,42.481
1035,-65.93444,-61.88801,42.4719,42.4719
1036,-65.93426,-61.88796,42.44289,42.44289
1037,-65.93408,-61.88791,42.40299,42.40299
1038,-65.93391,-61.88786,42.38871,42.38871
1039,-65.93373,-61.88781,42.37606,42.37606
1040,-65.93355,-61.88776,42.35066,42.35066
1041,-65.93337,-61.88771,42.3063,42.3063
1042,-65.9332,-61.88766,42.24826,42.24826
1043,-65.93302,-61.88761,42.19399,42.19399
1044,-65.93284,-61.88756,42.17746,42.17746
1045,-65.93266,-61.88751,42.17943,42.17943
1046,-65.93249,-61.88746,42.17419,42.17419
1047,-65.93231,-61.88741,42.17994,42.17994
1048,-65.93213,-61.88736,42.19518,42.19518
1049,-65.93195,-61.88731,42.18555,42.18555
1050,-65.93178,-61.88726,42.1385,42.1385
1051,-65.9316,-61.88721,42.1146,42.1146
1052,-65.93142,-61.88716,42.09332,42.09332
1053,-65.93124,-61.88711,42.03382,42.03382
1054,-65.93107,-61.88706,41.99018,41.99018
1055,-65.93089,-61.88702,41.97409,41.97409
1056,-65.93071,-61.88697,41.97475,41.97475
1057,-65.93053,-61.88692,41.97448,41.97475
1058,-65.93036,-61.88687,41.96244,41.97475
1059,-65.93018,-61.88682,41.94961,41.97475
1060,-65.93,-61.88677,41.9493,41.97475
1061,-65.92982,-61.88672,41.95799,41.97475
1062,-65.92965,-61.88667,41.9711,41.97475
1063,-65.92947,-61.88662,42.00579,42.00579
1064,-65.92929,-61.88657,42.02927,42.02927
1065,-65.92911,-61.88652,42.03543,42.03543
1066,-65.92894,-61.88647,42.05045,42.05045
1067,-65.92876,-61.88642,42.05518,42.05518
1068,-65.92858,-61.88638,42.02997,42.02997
1069,-65.9284,-61.88633,41.98282,41.98282
1070,-65.92823,-61.88628,41.94803,41.94803
1071,-65.92805,-61.88623,41.89783,41.89783
1072,-65.92787,-61.88618,41.81041,41.81041
1073,-65.92769,-61.88613,41.71375,41.71375
1074,-65.92752,-61.88608,41.61342,41.61342
1075,-65.92734,-61.88603,41.51736,41.51736
1076,-65.92716,-61.88598,41.43308,41.43308
1077,-65.92698,-61.88593,41.33883,41.33883
1078,-65.92681,-61.88588,41.28172,41.28172
1079,-65.92663,-61.88583,41.22895,41.22895
1080,-65.92645,-61.88578,41.17052,41.17052
1081,-65.92627,-61.88573,41.1219,41.1219
1082,-65.9261,-61.88568,41.06152,41.06152
1083,-65.92592,-61.88563,41.03132,41.03132
1084,-65.92574,-61.88558,41.01322,41.01322
1085,-65.92556,-61.88554,41.01454,41.01454
1086,-65.92539,-61.88549,40.98409,40.98409
1087,-65.92521,-61.88544,40.92662,40.95896
1088,-65.92503,-61.88539,40.9229,40.95896
1089,-65.92485,-61.88534,40.95896,40.95896
1090,-65.92468,-61.88529,40.93909,40.95896
1091,-65.9245,-61.88525,40.89065,40.95896
1092,-65.92432,-61.8852,40.8555,40.95896
1093,-65.92414,-61.88515,40.81637,40.95896
1094,-65.92397,-61.8851,40.79526,40.95896
1095,-65.92379,-61.88505,40.78126,40.95896
1096,-65.92361,-61.885,40.76681,40.95896
1097,-65.92343,-61.88495,40.7367,40.95896
1098,-65.92326,-61.8849,40.68188,40.95896
1099,-65.92308,-61.88485,40.67169,40.95896
1100,-65.9229,-61.8848,40.69212,40.95896
1101,-65.92272,-61.88475,40.71482,40.95896
1102,-65.92255,-61.8847,40.76571,40.95896
1103,-65.92237,-61.88465,40.82893,40.95896
1104,-65.92219,-61.8846,40.90062,40.95896
1105,-65.92201,-61.88455,40.98043,40.98043
1106,-65.92184,-61.8845,41.02753,41.02753
1107,-65.92166,-61.88445,41.10611,41.10611
1108,-65.92148,-61.8844,41.18232,41.18232
1109,-65.9213,-61.88435,41.23473,41.23473
1110,-65.92113,-61.8843,41.29071,41.29071
1111,-65.92095,-61.88425,41.34249,41.34249
1112,-65.92077,-61.8842,41.34346,41.34346
1113,-65.92059,-61.88415,41.31912,41.31912
1114,-65.92042,-61.88411,41.29753,41.29753
1115,-65.92024,-61.88406,41.28081,41.28081
1116,-65.92006,-61.88401,41.25849,41.25849
1117,-65.91988,-61.88396,41.17806,41.17806
1118,-65.91971,-61.88391,41.10351,41.10351
1119,-65.91953,-61.88386,41.04504,41.04504
1120,-65.91935,-61.88382,40.97773,40.97773
1121,-65.91917,-61.88377,40.9032,40.9032
1122,-65.919,-61.88372,40.8473,40.8473
1123,-65.91882,-61.88367,40.79294,40.79294
1124,-65.91864,-61.88362,40.74587,40.74587
1125,-65.91846,-61.88357,40.72236,40.72236
1126,-65.91829,-61.88352,40.66215,40.66215
1127,-65.91811,-61.88347,40.56526,40.56526
1128,-65.91793,-61.88342,40.45837,40.45837
1129,-65.91775,-61.88337,40.32084,40.32084
1130,-65.91758,-61.88332,40.15047,40.15047
1131,-65.9174,-61.88327,40.02868,40.02868
1132,-65.91722,-61.88322,39.94782,39.94782
1133,-65.91704,-61.88317,39.874,39.91396
1134,-65.91687,-61.88312,39.80811,39.91396
1135,-65.91669,-61.88307,39.76553,39.91396
1136,-65.91651,-61.88303,39.76123,39.91396
1137,-65.91633,-61.88298,39.79646,39.91396
1138,-65.91616,-61.88293,39.84607,39.91396
1139,-65.91598,-61.88288,39.86388,39.91396
1140,-65.9158,-61.88283,39.88852,39.91396
1141,-65.91562,-61.88278,39.91396,39.91396
1142,-65.91545,-61.88273,39.91132,39.91132
1143,-65.91527,-61.88268,39.92313,39.92313
1144,-65.91509,-61.88263,39.92869,39.92869
1145,-65.91492,-61.88258,39.93503,39.93503
1146,-65.91474,-61.88253,39.96149,39.96149
1147,-65.91456,-61.88249,40.01384,40.01384
1148,-65.91438,-61.88244,40.12648,40.12648
1149,-65.91421,-61.88239,40.28828,40.28828
1150,-65.91403,-61.88234,40.46575,40.46575
1151,-65.91385,-61.88229,40.63996,40.63996
1152,-65.91367,-61.88224,40.81402,40.81402
1153,-65.9135,-61.88219,40.94944,40.94944
1154,-65.91332,-61.88214,41.03016,41.03016
1155,-65.91314,-61.88209,41.05907,41.05907
1156,-65.91296,-61.88204,41.0746,41.0746
1157,-65.91279,-61.88199,41.0434,41.0434
1158,-65.91261,-61.88194,40.93234,40.93234
